recency,variety_categories,avg_discount,monetary,frequency,total_qty,avg_qty,cluster
1,4,0.0,48219.85,310,7500,24.193548387096776,0
3,4,0.0,34033.86,265,6300,23.77358490566038,0
6,4,0.0,41327.5,303,7518,24.81188118811881,0
4,4,0.0,46275.75,300,6834,22.78,0
10,4,0.0,53100.1,312,7631,24.458333333333332,0
4,4,0.0,43604.4,315,7863,24.961904761904762,0
2,4,0.08345705196182397,266005.76,318,45618,143.45283018867926,1
1,4,0.0,47889.37,291,6774,23.278350515463917,0
0,4,0.08377551020408164,339566.48,321,50220,156.44859813084113,1
9,4,0.0,41807.21,299,7192,24.05351170568562,0
0,4,0.08262967430639324,198228.96,289,40367,139.67820069204151,1
5,4,0.08360080240722167,299063.47,319,49295,154.52978056426332,1
11,4,0.083729216152019,220542.1,291,43153,148.29209621993127,1
4,4,0.08340732519422864,214744.82,290,46520,160.41379310344828,1
1,4,0.0,41888.99,295,7427,25.17627118644068,0
10,4,0.0,43243.909999999996,310,7424,23.948387096774194,0
0,4,0.0,41397.46,298,7006,23.51006711409396,0
3,4,0.0,35602.83,278,6512,23.424460431654676,0
5,4,0.0,37355.04,294,7051,23.982993197278912,0
0,4,0.0,41854.22,288,7176,24.916666666666668,0
1,4,0.0,43391.909999999996,311,7084,22.778135048231512,0
18,4,0.08299418604651164,252281.92,325,50878,156.5476923076923,1
0,4,0.0,47118.88,316,7540,23.860759493670887,0
1,4,0.08249118683901292,266555.02,303,42105,138.96039603960395,1
3,4,0.0,45450.54,291,6771,23.2680412371134,0
0,4,0.0,40200.77,311,7113,22.871382636655948,0
2,4,0.0,45251.14,283,6773,23.93286219081272,0
1,4,0.0,45888.0,312,7459,23.90705128205128,0
2,4,0.08239130434782609,276680.0,306,46729,152.70915032679738,1
3,4,0.08284023668639054,254894.69,323,50218,155.47368421052633,1
9,4,0.0,41258.409999999996,265,6346,23.947169811320755,0
6,4,0.0,47665.909999999996,301,7189,23.88372093023256,0
1,4,0.08290289256198347,255007.77,329,47694,144.96656534954408,1
3,4,0.0,40546.79,290,7131,24.589655172413792,0
19,4,0.0,44088.42,312,7346,23.544871794871796,0
2,4,0.08478015783540023,263988.41000000003,310,45713,147.46129032258065,1
1,4,0.08404384896467722,247151.98,278,41550,149.46043165467626,1
5,4,0.0,50522.05,319,7507,23.53291536050157,0
9,4,0.08317422434367543,213997.9,284,43179,152.0387323943662,1
3,4,0.0,40280.12,270,6281,23.262962962962963,0
7,4,0.0,45117.77,306,7647,24.99019607843137,0
0,4,0.08229744728079912,248244.77,298,44341,148.79530201342283,1
11,4,0.0,37362.73,268,6508,24.28358208955224,0
13,4,0.08561721404303511,228599.5,298,45155,151.5268456375839,1
0,4,0.0818658280922432,242477.12,308,47424,153.97402597402598,1
0,4,0.0,45580.6,318,7734,24.32075471698113,0
1,4,0.0,42970.2,290,7100,24.482758620689655,0
2,4,0.0,41768.7,316,7283,23.04746835443038,0
1,4,0.08210093896713615,274714.29,283,42346,149.63250883392226,1
4,4,0.08455882352941177,269069.77,345,52254,151.4608695652174,1
0,4,0.08413757700205339,296699.57,320,50490,157.78125,1
2,4,0.0,41321.99,295,7392,25.057627118644067,0
1,4,0.08416075650118203,221434.22,281,42693,151.932384341637,1
6,4,0.08284054910242873,288387.79,313,47317,151.17252396166134,1
10,4,0.08338658146964856,239477.26,307,47480,154.65798045602605,1
2,4,0.0,34019.26,271,6171,22.771217712177123,0
5,4,0.08305174234424499,295476.83,307,46421,151.2084690553746,1
0,4,0.0,48241.24,326,7824,24.0,0
1,4,0.0,39967.92,285,6890,24.17543859649123,0
5,4,0.08325688073394497,234093.3,294,43835,149.09863945578232,1
0,4,0.08331473214285715,207818.87,308,44530,144.57792207792207,1
0,4,0.0820499479708637,275780.8,328,48867,148.984756097561,1
1,4,0.0,30760.32,258,6183,23.96511627906977,0
0,4,0.08325791855203621,197575.08,295,44881,152.13898305084746,1
17,4,0.08274917853231106,199210.2,299,46017,153.90301003344482,1
0,4,0.0,38683.45,291,6965,23.93470790378007,0
7,4,0.08269230769230769,222729.01,295,42633,144.5186440677966,1
2,4,0.08281767955801106,229139.82,284,45717,160.97535211267606,1
7,4,0.0,43153.590000000004,275,6715,24.418181818181818,0
0,4,0.0,39494.51,297,7115,23.956228956228955,0
1,4,0.0,41731.94,333,8384,25.177177177177178,0
0,4,0.08329682365826944,229569.95,310,45767,147.63548387096773,1
0,4,0.0,37644.840000000004,306,7865,25.702614379084967,0
9,4,0.0,41080.07,267,6475,24.250936329588015,0
3,4,0.0,41245.04,282,6834,24.23404255319149,0
0,4,0.0,43068.23,303,7275,24.00990099009901,0
0,4,0.0,37271.65,286,6927,24.22027972027972,0
14,4,0.0838411316648531,224039.82,311,47303,152.09967845659165,1
2,4,0.0,40613.81,313,7255,23.17891373801917,0
1,4,0.0,43912.12,278,6836,24.58992805755396,0
5,4,0.0,50467.77,319,7694,24.11912225705329,0
4,4,0.08515325670498085,335647.0,341,53576,157.11436950146629,1
11,4,0.08403781979977752,250954.09,299,46416,155.23745819397993,1
1,4,0.0,45592.91,306,7380,24.11764705882353,0
0,4,0.08289183222958059,275257.84,303,45288,149.46534653465346,1
5,4,0.0,38980.58,303,7235,23.877887788778878,0
1,4,0.0,53164.04,275,6957,25.298181818181817,0
5,4,0.0,40785.7,285,6627,23.25263157894737,0
1,4,0.0,39022.31,300,7082,23.606666666666666,0
0,4,0.0,43646.65,300,7178,23.926666666666666,0
2,4,0.0,44683.02,318,7795,24.5125786163522,0
3,4,0.0833922261484099,231971.22,300,43258,144.19333333333333,1
0,4,0.0,39684.5,331,8292,25.051359516616316,0
0,4,0.0,48460.49,324,7536,23.25925925925926,0
6,4,0.0,56643.62,313,8250,26.357827476038338,0
1,4,0.08385416666666667,300438.71,288,43001,149.30902777777777,1
2,4,0.08423212192262604,250333.63,279,43981,157.63799283154123,1
3,4,0.0,42611.55,310,7719,24.9,0
6,4,0.0,43093.46,287,6938,24.174216027874564,0
3,4,0.0,42647.27,273,6170,22.600732600732602,0
4,4,0.08145454545454546,265708.5,273,41591,152.34798534798534,1
2,4,0.0,39146.0,307,7710,25.11400651465798,0
0,4,0.0,44527.32,287,6820,23.76306620209059,0
1,4,0.0,50064.29,295,7249,24.572881355932203,0
1,4,0.08308051341890316,278579.79,285,44363,155.65964912280702,1
1,4,0.0,43035.5,284,7355,25.89788732394366,0
13,4,0.0,39199.49,308,6889,22.366883116883116,0
1,4,0.0,40734.15,284,6914,24.345070422535212,0
12,4,0.08310185185185184,227622.83,292,42017,143.89383561643837,1
2,4,0.0,42291.82,286,6962,24.342657342657343,0
2,4,0.08220255653883973,266182.31,335,50676,151.27164179104477,1
3,4,0.0,46495.15,310,7404,23.883870967741935,0
12,4,0.0,43129.89,270,6095,22.574074074074073,0
14,4,0.08232009925558313,255263.62,267,39978,149.73033707865167,1
7,4,0.0,51121.71,321,7554,23.53271028037383,0
3,4,0.0,38352.0,308,7466,24.24025974025974,0
1,4,0.0,37366.38,266,6162,23.165413533834588,0
1,4,0.0,36553.05,292,6890,23.595890410958905,0
1,4,0.0,37232.69,298,6983,23.43288590604027,0
1,4,0.08295081967213115,279957.86,298,45408,152.3758389261745,1
0,4,0.0,47480.62,333,8008,24.04804804804805,0
6,4,0.0,45287.28,311,7448,23.94855305466238,0
0,4,0.0,53433.99,317,7824,24.681388012618296,0
1,4,0.08219602977667494,195921.01,272,40819,150.06985294117646,1
5,4,0.0,43034.909999999996,308,7317,23.756493506493506,0
0,4,0.08236686390532545,255904.14,275,42560,154.76363636363635,1
0,4,0.0,47589.28,310,7853,25.33225806451613,0
9,4,0.0,34050.63,288,7078,24.57638888888889,0
0,4,0.0,56314.97,307,7478,24.35830618892508,0
2,4,0.0839340885684861,292722.04,323,48328,149.62229102167183,1
0,4,0.08751295336787565,278506.86,308,50761,164.80844155844156,1
0,4,0.0,39193.31,318,8079,25.40566037735849,0
0,4,0.0,35754.18,301,6876,22.843853820598007,0
1,4,0.0,35238.67,257,5840,22.723735408560312,0
4,4,0.0,48169.159999999996,312,7634,24.46794871794872,0
1,4,0.08354368932038835,280477.1,344,50900,147.96511627906978,1
3,4,0.08430698739977091,218808.72,284,43783,154.16549295774647,1
1,4,0.0,38160.21,299,6868,22.96989966555184,0
9,4,0.0,47556.08,312,7417,23.772435897435898,0
4,4,0.0,34165.23,272,6698,24.625,0
2,4,0.0,42806.05,266,6282,23.616541353383457,0
1,4,0.0,47795.32,320,7450,23.28125,0
2,4,0.0,44381.71,337,7696,22.83679525222552,0
4,4,0.0,48972.81,318,7648,24.050314465408807,0
1,4,0.08247422680412371,225594.72,295,42101,142.71525423728812,1
13,4,0.0,38232.96,325,7707,23.713846153846156,0
5,4,0.08506571087216248,241948.14,290,43087,148.5758620689655,1
1,4,0.0,39026.01,286,6729,23.527972027972027,0
3,4,0.0,42601.55,321,7421,23.118380062305295,0
4,4,0.08234960272417707,254886.9,302,43776,144.95364238410596,1
3,4,0.0,38370.76,283,6967,24.618374558303888,0
0,4,0.0,39561.31,291,6627,22.77319587628866,0
2,4,0.0,43515.29,281,6822,24.277580071174377,0
0,4,0.0,45138.24,300,7589,25.296666666666667,0
2,4,0.0818341121495327,297796.11,288,42109,146.21180555555554,1
0,4,0.0,39716.78,324,7993,24.669753086419753,0
2,4,0.08305274971941638,191560.69,313,44711,142.84664536741215,1
5,4,0.0,53443.49,324,7697,23.756172839506174,0
2,4,0.0,47277.97,302,7387,24.460264900662253,0
4,4,0.0,45024.83,300,7388,24.626666666666665,0
3,4,0.0,46208.54,314,7781,24.780254777070063,0
5,4,0.0,35025.06,281,6484,23.07473309608541,0
1,4,0.0,40482.96,298,7055,23.674496644295303,0
4,4,0.08135491606714629,186693.9,281,42107,149.84697508896798,1
1,4,0.08420019627085377,267258.58,346,50452,145.8150289017341,1
5,4,0.0,44243.840000000004,313,7271,23.230031948881788,0
4,4,0.0,42863.14,317,7582,23.917981072555204,0
0,4,0.0,42469.17,300,7045,23.483333333333334,0
3,4,0.0,43012.81,325,7724,23.766153846153845,0
2,4,0.08282107574094402,258174.72,309,45808,148.24595469255664,1
0,4,0.0855005753739931,279540.34,290,45836,158.05517241379312,1
2,4,0.083646408839779,299459.16,304,46033,151.42434210526315,1
6,4,0.0,46478.85,293,6856,23.399317406143346,0
1,4,0.0,55518.21,292,7084,24.26027397260274,0
2,4,0.08350398179749716,255384.0,294,45595,155.08503401360545,1
2,4,0.0,34556.18,253,5781,22.849802371541504,0
4,4,0.082502965599051,240960.85,283,41169,145.47349823321554,1
2,4,0.0,43781.94,297,7653,25.767676767676768,0
2,4,0.0,43372.81,304,6979,22.957236842105264,0
1,4,0.0,40639.67,310,7300,23.548387096774192,0
5,4,0.0,39619.4,285,7231,25.371929824561402,0
4,4,0.0,38258.76,293,7214,24.621160409556314,0
2,4,0.08190255220417635,204956.4,295,43806,148.4949152542373,1
12,4,0.0,44688.61,294,7271,24.731292517006803,0
1,4,0.0,40239.17,274,6591,24.054744525547445,0
3,4,0.0,38277.85,299,7016,23.464882943143813,0
0,4,0.0,42838.47,310,7348,23.703225806451613,0
1,4,0.0,40302.71,285,6540,22.94736842105263,0
5,4,0.08312883435582821,283217.38,335,49269,147.07164179104478,1
0,4,0.08276243093922653,212799.61,305,45715,149.88524590163934,1
0,4,0.0,43081.89,275,6533,23.756363636363638,0
2,4,0.0837555066079295,298837.32,306,45618,149.07843137254903,1
10,4,0.0,49249.68,310,7534,24.303225806451614,0
4,4,0.0,51480.89,329,7601,23.103343465045594,0
9,4,0.0,45803.46,281,7014,24.96085409252669,0
3,4,0.08126304801670146,291788.69,328,48170,146.859756097561,1
0,4,0.08352390852390854,263849.39,316,47982,151.84177215189874,1
12,4,0.08266219239373603,252050.27,308,44146,143.33116883116884,1
2,4,0.08187645687645688,215489.31,293,43705,149.16382252559728,1
1,4,0.0,42963.19,297,7135,24.023569023569024,0
0,4,0.08467650397275824,257224.33,288,45217,157.00347222222223,1
1,4,0.0,35463.95,271,6171,22.771217712177123,0
8,4,0.0,46395.0,334,7931,23.74550898203593,0
2,4,0.0,33902.86,269,6187,23.0,0
3,4,0.0,42679.25,288,6610,22.95138888888889,0
0,4,0.08432657926102503,280810.24,291,42786,147.03092783505156,1
1,4,0.083495670995671,311860.91,306,47589,155.51960784313727,1
3,4,0.0,42761.06,305,7397,24.25245901639344,0
1,4,0.0,41742.659999999996,321,7700,23.98753894080997,0
5,4,0.0,47072.6,268,6624,24.71641791044776,0
0,4,0.0,42330.7,284,7110,25.035211267605632,0
0,4,0.08325554259043175,258477.77,299,42040,140.6020066889632,1
0,4,0.0,49527.29,296,7133,24.097972972972972,0
0,4,0.0,34294.85,297,7115,23.956228956228955,0
1,4,0.0838235294117647,225568.2,280,43329,154.74642857142857,1
6,4,0.0,39139.97,281,6894,24.533807829181494,0
2,4,0.0,38675.42,294,7168,24.38095238095238,0
1,4,0.0,46820.44,316,7776,24.60759493670886,0
0,4,0.0,42109.79,300,7237,24.123333333333335,0
7,4,0.08461538461538462,224026.8,288,40999,142.35763888888889,1
4,4,0.0,38869.27,303,7401,24.425742574257427,0
0,4,0.0,36525.78,277,6719,24.256317689530686,0
0,4,0.0,46873.24,288,6855,23.802083333333332,0
3,4,0.08292817679558011,220108.55,303,45010,148.54785478547853,1
1,4,0.0,45681.46,318,7498,23.57861635220126,0
2,4,0.08405373831775702,185769.7,287,41394,144.22996515679444,1
6,4,0.08381535038932147,219619.74,306,44405,145.1143790849673,1
6,4,0.0,49949.49,325,7557,23.252307692307692,0
7,4,0.0,43866.85,304,7243,23.825657894736842,0
1,4,0.08110749185667752,288811.73,304,46320,152.3684210526316,1
2,4,0.0,41494.5,320,7601,23.753125,0
4,4,0.08510752688172044,287852.51,310,48109,155.19032258064516,1
0,4,0.085437430786268,237821.05,300,47277,157.59,1
0,4,0.08594117647058823,219240.88999999998,281,43045,153.18505338078293,1
1,4,0.0,42892.08,282,6505,23.06737588652482,0
6,4,0.0,45099.3,297,7051,23.74074074074074,0
1,4,0.0,32587.86,281,6829,24.302491103202847,0
8,4,0.08060538116591928,272230.12,301,44653,148.34883720930233,1
0,4,0.0,37282.46,315,7130,22.634920634920636,0
5,4,0.0,40579.29,303,7415,24.471947194719473,0
0,4,0.0,35140.08,283,7043,24.886925795053003,0
1,4,0.0,39859.3,279,6555,23.49462365591398,0
4,4,0.0,47957.45,304,7423,24.417763157894736,0
11,4,0.0,44452.84,278,6937,24.953237410071942,0
0,4,0.08178851174934726,259987.91,265,38508,145.3132075471698,1
0,4,0.0,41261.25,290,7152,24.662068965517243,0
0,4,0.0,40826.27,291,7210,24.7766323024055,0
4,4,0.0,40819.81,292,6398,21.910958904109588,0
4,4,0.08389450056116723,232230.12,293,44276,151.11262798634812,1
11,4,0.0,39964.9,264,6718,25.446969696969695,0
0,4,0.08366388308977037,257419.99,317,47958,151.28706624605678,1
0,4,0.0,36735.99,282,6836,24.24113475177305,0
1,4,0.08317919075144509,250768.95,275,45233,164.48363636363635,1
1,4,0.08222094361334868,226140.97,291,43232,148.56357388316152,1
0,4,0.0,41341.53,284,7041,24.79225352112676,0
1,4,0.0,44098.03,306,7413,24.225490196078432,0
1,4,0.08318407960199006,339443.52,329,51019,155.07294832826747,1
7,4,0.0,49027.35,357,8210,22.99719887955182,0
7,4,0.0,52877.88,304,7272,23.92105263157895,0
7,4,0.0,52417.68,299,7014,23.45819397993311,0
10,4,0.0,43142.62,288,6807,23.635416666666668,0
1,4,0.08406720741599073,229148.53,285,44099,154.73333333333332,1
2,4,0.0,41926.09,280,6823,24.367857142857144,0
